user_id,tenant_label,match_rank,match_user_id,match_tenant_label,compatibility_score,top_drivers,explanation_short,explanation_long,top_driver_values
93,Tenant_093,5,16,Tenant_016,79.05,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Sleep schedule, Privacy need.","Tenant_093 matches well with Tenant_016 (score 79.05%). Top drivers: Cleanliness level, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00)"
94,Tenant_094,1,57,Tenant_057,83.1,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Sociability level.","Tenant_094 matches well with Tenant_057 (score 83.10%). Top drivers: Cleanliness level, Noise tolerance, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
94,Tenant_094,2,292,Tenant_292,81.9,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Privacy need, Routine structure.","Tenant_094 matches well with Tenant_292 (score 81.90%). Top drivers: Sleep schedule, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
94,Tenant_094,3,105,Tenant_105,80.95,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Cleanliness level, Noise tolerance, Conflict style.","Tenant_094 matches well with Tenant_105 (score 80.95%). Top drivers: Cleanliness level, Noise tolerance, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | conflict_style: 5 vs 5 (similarity, 1.00)"
94,Tenant_094,4,117,Tenant_117,78.57,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_094 matches well with Tenant_117 (score 78.57%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
94,Tenant_094,5,35,Tenant_035,78.33,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Sociability level.","Tenant_094 matches well with Tenant_035 (score 78.33%). Top drivers: Noise tolerance, Sleep schedule, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
95,Tenant_095,1,37,Tenant_037,90.24,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_095 matches well with Tenant_037 (score 90.24%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | privacy_need: 3 vs 3 (similarity, 1.00)"
95,Tenant_095,2,240,Tenant_240,83.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Sociability level.","Tenant_095 matches well with Tenant_240 (score 83.81%). Top drivers: Cleanliness level, Noise tolerance, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sociability_level: 2 vs 4 (complementarity, 1.00)"
95,Tenant_095,3,49,Tenant_049,82.62,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sleep schedule, Noise tolerance.","Tenant_095 matches well with Tenant_049 (score 82.62%). Top drivers: Cleanliness level, Sleep schedule, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | noise_tolerance: 2 vs 3 (similarity, 0.75)"
95,Tenant_095,4,229,Tenant_229,80.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_095 matches well with Tenant_229 (score 80.48%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00)"
95,Tenant_095,5,173,Tenant_173,80.24,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Guest tolerance.","Tenant_095 matches well with Tenant_173 (score 80.24%). Top drivers: Noise tolerance, Sleep schedule, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | guest_tolerance: 2 vs 2 (similarity, 1.00)"
96,Tenant_096,1,88,Tenant_088,86.9,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_096 matches well with Tenant_088 (score 86.90%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | routine_structure: 3 vs 3 (similarity, 1.00)"
96,Tenant_096,2,215,Tenant_215,86.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_096 matches well with Tenant_215 (score 86.67%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
96,Tenant_096,3,89,Tenant_089,83.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_096 matches well with Tenant_089 (score 83.81%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00)"
96,Tenant_096,4,282,Tenant_282,80.95,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Sociability level.","Tenant_096 matches well with Tenant_282 (score 80.95%). Top drivers: Cleanliness level, Sleep schedule, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
96,Tenant_096,5,84,Tenant_084,80.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Routine structure, Guest tolerance.","Tenant_096 matches well with Tenant_084 (score 80.48%). Top drivers: Cleanliness level, Routine structure, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | routine_structure: 3 vs 3 (similarity, 1.00) | guest_tolerance: 5 vs 5 (similarity, 1.00)"
97,Tenant_097,1,198,Tenant_198,80.95,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Privacy need, Routine structure.","Tenant_097 matches well with Tenant_198 (score 80.95%). Top drivers: Sleep schedule, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 5 vs 5 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
97,Tenant_097,2,241,Tenant_241,80.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Guest tolerance.","Tenant_097 matches well with Tenant_241 (score 80.48%). Top drivers: Cleanliness level, Privacy need, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | guest_tolerance: 1 vs 1 (similarity, 1.00)"
97,Tenant_097,3,253,Tenant_253,79.05,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_097 matches well with Tenant_253 (score 79.05%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
97,Tenant_097,4,278,Tenant_278,78.57,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_097 matches well with Tenant_278 (score 78.57%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00)"
97,Tenant_097,5,227,Tenant_227,76.43,"privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Privacy need, Sociability level, Cleanliness level.","Tenant_097 matches well with Tenant_227 (score 76.43%). Top drivers: Privacy need, Sociability level, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 1 vs 1 (similarity, 1.00) | sociability_level: 4 vs 2 (complementarity, 1.00) | cleanliness_level: 3 vs 2 (similarity, 0.75)"
98,Tenant_098,1,81,Tenant_081,86.9,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Sociability level.","Tenant_098 matches well with Tenant_081 (score 86.90%). Top drivers: Noise tolerance, Privacy need, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 3 vs 3 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00) | sociability_level: 4 vs 2 (complementarity, 1.00)"
98,Tenant_098,2,173,Tenant_173,82.86,"privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Routine structure, Sociability level.","Tenant_098 matches well with Tenant_173 (score 82.86%). Top drivers: Privacy need, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 4 vs 4 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00) | sociability_level: 4 vs 2 (complementarity, 1.00)"
98,Tenant_098,3,165,Tenant_165,82.38,"sleep_schedule(mode=similarity, score=1.00, w=1.20); guest_tolerance(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Guest tolerance, Cleanliness level.","Tenant_098 matches well with Tenant_165 (score 82.38%). Top drivers: Sleep schedule, Guest tolerance, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 2 vs 2 (similarity, 1.00) | guest_tolerance: 2 vs 2 (similarity, 1.00) | cleanliness_level: 2 vs 1 (similarity, 0.75)"
98,Tenant_098,4,209,Tenant_209,80.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=0.75, w=1.30); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Cleanliness level, Noise tolerance, Conflict style.","Tenant_098 matches well with Tenant_209 (score 80.48%). Top drivers: Cleanliness level, Noise tolerance, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 3 vs 2 (similarity, 0.75) | conflict_style: 5 vs 5 (similarity, 1.00)"
98,Tenant_098,5,89,Tenant_089,80.0,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sleep schedule, Noise tolerance.","Tenant_098 matches well with Tenant_089 (score 80.00%). Top drivers: Cleanliness level, Sleep schedule, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | noise_tolerance: 3 vs 2 (similarity, 0.75)"
99,Tenant_099,1,232,Tenant_232,90.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_099 matches well with Tenant_232 (score 90.48%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00)"
99,Tenant_099,2,201,Tenant_201,85.48,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Routine structure.","Tenant_099 matches well with Tenant_201 (score 85.48%). Top drivers: Noise tolerance, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
99,Tenant_099,3,4,Tenant_004,85.24,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_099 matches well with Tenant_004 (score 85.24%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
99,Tenant_099,4,138,Tenant_138,80.95,"privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Privacy need, Sociability level, Cleanliness level.","Tenant_099 matches well with Tenant_138 (score 80.95%). Top drivers: Privacy need, Sociability level, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 5 vs 5 (similarity, 1.00) | sociability_level: 2 vs 4 (complementarity, 1.00) | cleanliness_level: 2 vs 1 (similarity, 0.75)"
99,Tenant_099,5,179,Tenant_179,80.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_099 matches well with Tenant_179 (score 80.48%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
100,Tenant_100,1,185,Tenant_185,83.1,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Sociability level.","Tenant_100 matches well with Tenant_185 (score 83.10%). Top drivers: Noise tolerance, Sleep schedule, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
100,Tenant_100,2,276,Tenant_276,82.38,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Guest tolerance.","Tenant_100 matches well with Tenant_276 (score 82.38%). Top drivers: Cleanliness level, Sleep schedule, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | guest_tolerance: 2 vs 2 (similarity, 1.00)"
100,Tenant_100,3,193,Tenant_193,81.9,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_100 matches well with Tenant_193 (score 81.90%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
100,Tenant_100,4,149,Tenant_149,80.95,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Guest tolerance.","Tenant_100 matches well with Tenant_149 (score 80.95%). Top drivers: Cleanliness level, Privacy need, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | guest_tolerance: 2 vs 2 (similarity, 1.00)"
100,Tenant_100,5,53,Tenant_053,80.0,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Routine structure.","Tenant_100 matches well with Tenant_053 (score 80.00%). Top drivers: Noise tolerance, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
101,Tenant_101,1,180,Tenant_180,84.05,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_101 matches well with Tenant_180 (score 84.05%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00)"
101,Tenant_101,2,212,Tenant_212,81.19,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Sleep schedule, Privacy need.","Tenant_101 matches well with Tenant_212 (score 81.19%). Top drivers: Cleanliness level, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00)"
101,Tenant_101,3,296,Tenant_296,80.24,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Routine structure.","Tenant_101 matches well with Tenant_296 (score 80.24%). Top drivers: Noise tolerance, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
101,Tenant_101,4,240,Tenant_240,79.29,"cleanliness_level(mode=similarity, score=1.00, w=1.30); guest_tolerance(mode=similarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Guest tolerance, Noise tolerance.","Tenant_101 matches well with Tenant_240 (score 79.29%). Top drivers: Cleanliness level, Guest tolerance, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | guest_tolerance: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
101,Tenant_101,5,95,Tenant_095,78.33,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_101 matches well with Tenant_095 (score 78.33%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
102,Tenant_102,1,80,Tenant_080,87.14,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_102 matches well with Tenant_080 (score 87.14%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sleep_schedule: 5 vs 5 (similarity, 1.00) | routine_structure: 3 vs 3 (similarity, 1.00)"
102,Tenant_102,2,6,Tenant_006,81.9,"cleanliness_level(mode=similarity, score=1.00, w=1.30); guest_tolerance(mode=similarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Guest tolerance, Noise tolerance.","Tenant_102 matches well with Tenant_006 (score 81.90%). Top drivers: Cleanliness level, Guest tolerance, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | guest_tolerance: 5 vs 5 (similarity, 1.00) | noise_tolerance: 2 vs 3 (similarity, 0.75)"
